"reg_no","genus","species","latitude","longitude","tail_shape","sex","institution","plain_number","id","ratio","svl","tail_length","sh_mbd","sh_mtw","sh_hwe","sh_hda","sh_hd","sh_tl"
"R53885","Anilios","guentheri",-17.83,125.37,"round to point, small spur","m","SAM","53885","SAM_R53885",0.02,258,5,-4.50564059064106,-4.74648371905467,-4.70709131734401,-5.32184786395823,-5.04013595849295,-3.94352167248752
"R29495","Anilios","hamatus",-28.62,121.53,"round to point, small spur","m","SAM","29495","SAM_R29495",0.041,270,11,-3.90832614354682,-4.13285441698398,-4.18987698894366,-4.89532444758526,-4.53026887781497,-3.2005266862
"R50","Anilios","ligatusE",-27.47,152.58,"taper to a point, pointy spur","f","SAM","50","SAM_R50",0.03,290,9,-3.49285905296182,-4.05844500788375,-3.77076293543197,-4.69155480018691,-4.16136892913638,-3.4726563456443
"R920","Anilios","ligatusE",-29.43,147.98,"taper to a point, pointy spur","f","SAM","920","SAM_R920",0.027,365,10,-3.28469370284663,-3.91751752474579,-3.87570428613313,-4.570173343951,-4.1664734613674,-3.59731226058845
"R921","Anilios","ligatus",,,"taper to a point, pointy spur","f","SAM","921","SAM_R921",0.03,277,7,-3.25939702227384,-3.75375497547134,-3.97535888059996,-4.47344547858852,-4.29959854878554,-3.67810735713203
"R3897","Anilios","ligatusE",-19.6,146.83,"taper to a point, pointy spur","m","SAM","3897","SAM_R3897",0.043,234,10,-3.60529273800567,-3.83593287207043,-3.86608591024112,-4.78749174278205,-4.29530019856095,-3.15273602236366
"R31019","Anilios","ligatusE",-30.18,149.93,"taper to a point, pointy spur","m","SAM","31019","SAM_R31019",0.04,280,12,-3.42651518964645,-3.93004151093082,-3.90136571095416,-4.63784096827764,-4.24350770053832,-3.14988295338125
"R71387","Anilios","ligatusE",-19.216,145.428,"taper to a point, pointy spur","m","SAM","71387","SAM_R71387",0.039,230,9,-3.30273013530506,-3.77604894636992,-3.87154889750037,-4.57941768988568,-4.27805839212644,-3.24085473158698
"R65743","Anilios","margaretae",-30.17,131.58,"taper to a point","m","SAM","65743","SAM_R65743",0.02,232,4,-4.47217773166818,-4.87012400736232,-4.82079894079981,-5.30697542929115,-5.01495495524077,-4.06044301054642
"R67495","Anilios","margaretae",-29.402,130.74,"taper to a point","u","SAM","67495","SAM_R67495",0.016,244,4,-4.6216994879393,-5.02093404629683,-4.85006498323466,-5.30654786568455,-5.11190582450256,-4.11087386417331
"R70458","Ramphotyphlops","multilineatus",-6.91,144.96,"cone shape, taper to a point","m","SAM","70458","SAM_R70458",0.04,345,12,-4.23210850193459,-4.41084368309731,-4.39898114778749,-5.301220126206,-4.85029264402108,-3.35863776724336
"R918","Anilios","nigrescens",-37.08,149.9,"taper to a point, pointy spur","f","SAM","918","SAM_R918",0.026,502,13,-4.11568622182675,-4.25709787587658,-4.23072577153738,-5.10018520372744,-4.73020053563469,-3.65365076223019
"R919","Anilios","nigrescens",-37.08,149.9,"taper to a point, pointy spur","f","SAM","919","SAM_R919",0.02,484,9,-3.87650430474279,-4.23760435047091,-4.18738459349189,-5.01581396957471,-4.59899096962213,-3.98486032938041
"R31021","Anilios","nigrescens",-28.8,152.08,"taper to a point, pointy spur","f","SAM","31021","SAM_R31021",0.029,408,12,-3.87591800078603,-4.33791593622641,-4.11966237020639,-4.83261217806252,-4.50497002088957,-3.52636052461616
"R34713","Anilios","nigrescens",-33.33,151.32,"taper to a point, pointy spur","f","SAM","34713","SAM_R34713",0.02,348,8,-3.8921076957272,-4.28567206835165,-4.51457329063587,-4.96020444046936,-4.70163045217565,-3.77276093809464
"R39127","Anilios","nigrescens",-30.88,151.2,"taper to a point, pointy spur","f","SAM","39127","SAM_R39127",0.018,223,4,-3.78580528816074,-3.98406343721751,-4.11793912318336,-4.79198613236989,-4.46326587255299,-4.02087741034023
"R3932","Anilios","nigrescens",-33.95,151.13,"taper to a point, pointy spur","m","SAM","3932","SAM_R3932",0.04,282,12,-3.90495583820505,-4.11151236584447,-4.25311582961964,-4.87643922879854,-4.55671780260214,-3.15700042115011
"R31022","Anilios","nigrescens",-28.8,152.08,"taper to a point, pointy spur","m","SAM","31022","SAM_R31022",0.025,325,8,-3.99875470125248,-4.29768548624013,-4.19255124052331,-4.86753445045558,-4.49184150068109,-3.7043836406499
"R31023","Anilios","nigrescens",-29.65,152.05,"taper to a point, pointy spur","m","SAM","31023","SAM_R31023",0.05,280,13,-3.91919149490676,-3.95210122899556,-4.18787062023292,-4.81942478988505,-4.54622765035464,-3.06984024570771
"R31024","Anilios","nigrescens",-29.65,152.05,"taper to a point, pointy spur","m","SAM","31024","SAM_R31024",0.035,287,10,-3.93671561801852,-3.90334992417472,-4.2196470877117,-4.93193360848234,-4.58447979273065,-3.35689712276558
"R67932","Anilios","nigrescens",-33.09,151.24,"taper to a point, pointy spur","m","SAM","67932","SAM_R67932",0.03,312,10,-4.04189808684956,-4.01134764265113,-4.30316805976156,-5.00583912183276,-4.42927951952443,-3.44041809481544
"R923","Anilios","pinguis",-33.68,117.55,"sharp pointy","f","SAM","923","SAM_R923",0.033,360,12,-3.31349180124305,-3.7390038412965,-3.74957352278619,-4.43449020420962,-4.08439423136893,-3.40119738166216
"R927","Anilios","torresianus",,,"taper to a point","m","SAM","927","SAM_R927",0.05,218,11,-3.82214875788884,-4.14612083174582,-4.06007610538729,-4.8363736542794,-4.51320169684567,-2.98659978999072
"R200","Anilios","proximus",-25.6,152.6,"taper to a point, pointy spur","f","SAM","200","SAM_R200",0.017,362,6,-3.85955636652941,-4.00913037932925,-4.08335544064651,-4.77978669640764,-4.42146836672518,-4.09988474259772
"R916","Anilios","proximus",-32.8,149.97,"taper to a point, pointy spur","f","SAM","916","SAM_R916",0.02,383,7,-3.72341143765631,-4.04145984552401,-4.02671031559795,-4.77865362962433,-4.28410889146248,-4.00212484012533
"R922","Anilios","proximus",,,"taper to a point, pointy spur","f","SAM","922","SAM_R922",0.011,370,4,-3.5940607955778,-3.9633162998157,-3.95059528021439,-4.62427035736151,-4.14535340204935,-4.52720864451838
"R22713","Anilios","proximus",-25.32,148.83,"taper to a point, pointy spur","f","SAM","22713","SAM_R22713",0.02,404,9,-3.33349246794972,-3.70083178763778,-3.91947645608273,-4.63787750396388,-4.21299430999861,-3.80419030062493
"R47090","Anilios","silvia",-25.95,153.13,"taper to a point","u","SAM","47090","SAM_R47090",0.02,98,2,-3.73481654930096,-4.32260321420308,-3.93786423661203,-4.71280085018046,-4.29229786470775,-3.89182029811063
"R47349","Anilios","silvia",-25.95,153.13,"taper to a point","u","SAM","47349","SAM_R47349",0.04,110,5,-4.12950081920668,-4.50986000618377,-4.00733318523247,-4.67092156355087,-4.55206036067414,-3.09104245335832
"R64769","Acutotyphlops","subocularis",-5.446,151.464,"taper to a point, pointy spur","u","SAM","64769","SAM_R64769",0.049,164,8,-3.87022587674968,-4.32513926027183,-3.92738429058963,-5.19417710729544,-4.3205415510232,-3.02042488614436
"R64770","Acutotyphlops","subocularis",-5.45,151.46,"taper to a point, pointy spur","u","SAM","64770","SAM_R64770",0.07,287,19,-3.6923698590537,-3.81260344731049,-4.21728022270143,-5.4524680463753,-4.61216322147906,-2.71504323659318
"R1272C","Anilios","tovelli",-12.45,130.83,"taper to a point","f","SAM","1272C","SAM_R1272C",0.047,107,5,-3.70584498827223,-3.95987902660578,-4.08504216955979,-4.62403867029247,-4.16601123209345,-3.06339092202781
"R1272A","Anilios","tovelli",-12.45,130.83,"taper to a point","u","SAM","1272A","SAM_R1272A",0.05,109,5,-3.62663714523672,-3.96864189942765,-3.94941053749977,-4.54292787711087,-4.20276786741047,-3.08190996979504
"R54430","Anilios","unguirostris",-17.435,141.276,"taper to a point","m","SAM","54430","SAM_R54430",0.019,257,5,-4.13565305638708,-4.6367933744186,-4.39219488810313,-5.24897149244488,-4.78827025586146,-3.93963817246112
"R904","Anilios","waitii",-32.12,116.93,"tapers to a point, small spur","f","SAM","904","SAM_R904",0.02,340,6,-4.1444002326893,-4.45270159234382,-4.61700464363509,-5.19767384076835,-5.00039380004406,-4.03718614838215
"R75461","Anilios","unguirostris",-16.583,128.8,"pointy","f","WAM","75461","WAM_R75461",0.015,411,6,-4.08997456255098,-4.61004824444152,-4.6273113118653,-5.28142914851952,-4.82164502510726,-4.22683374526818
"R70725","Anilios","unguirostris",-16.63,125.92,"pointy","f","WAM","70725","WAM_R70725",0.01,445,6,-4.06861111029265,-4.48663836706947,-4.64412127257253,-5.31417273833783,-5.07562335446369,-4.30631481293819
"R117861","Anilios","unguirostris",-17.663,124.933,"pointy","m","WAM","117861","WAM_R117861",0.016,251,4,-4.28707870808852,-4.31948213214318,-4.42019610774501,-5.1067426042736,-4.74155139530337,-4.13915857801189
"R125664","Anilios","pinguis",-31.57,115.71,"pointy spur","m","WAM","125664","WAM_R125664",0.03,258,8,-3.3557350075854,-3.61854381529204,-3.63750864335101,-4.46439763210701,-4.05781081888964,-3.47351804324178
"R96220","Anilios","pinguis",-32.05,115.95,"pointy spur","m","WAM","96220","WAM_R96220",0.056,285,16,-3.21014214489945,-3.35391210867214,-3.59580462571143,-4.29665402663347,-3.95321056383476,-2.87990045802887
"R82627","Anilios","pinguis",-31.98,115.97,"pointy spur","f","WAM","82627","WAM_R82627",0.05,363,19,-3.41618517262765,-3.64521851799792,-3.72534913389533,-4.42652848615254,-4.1486873035382,-2.94996385509841
"R146959","Anilios","howi",-14.3,126.633,"taper point","f","WAM","146959","WAM_R146959",0.015,262,4,-4.68045324640864,-4.73543538082599,-4.89540003051867,-5.39439119663766,-5.28316556152743,-4.18205014264121
"R146381","Anilios","howi",-14.3,126.63,"taper point","f","WAM","146381","WAM_R146381",0.02,171,3,-4.48414355358587,-4.64696731466655,-4.61693502756768,-5.26949692801254,-4.82685281666263,-4.04305126783455
"R141536","Anilios","howi",-14.3,126.633,"taper point","f","WAM","141536","WAM_R141536",0.018,217,4,-4.24527462734932,-4.56896713732413,-4.63796000881108,-5.38994768939396,-5.0947184113068,-3.99360299242057
"R23560","Anilios","tovelli",-12.35,130.87,"taper point","f","WAM","23560","WAM_R23560",0.03,128,4,-3.70780746399946,-4.17399672116972,-4.02785482095327,-4.76585256767856,-4.45325414396225,-3.46573590279973
"R163269","Anilios","margaretae",-28.688,125.848,"taper point","","WAM","163269","WAM_R163269",0.01,286,3,-4.39753082120985,-4.62995021498658,-4.66645061720611,-5.12536355975768,-4.89986983109852,-4.55737952215174
"R135344","Anilios","australis",-32.68,115.7,"taper point","m","WAM","135344","WAM_R135344",0.04,180,8,-3.61397814594082,-3.87923318260516,-4.05192384633815,-4.59412034980151,-4.3731770193969,-3.11351530921037
"R135343","Anilios","australis",-32.683,115.7,"taper point","f","WAM","135343","WAM_R135343",0.025,237,6,-3.64351084908409,-4.14098513967521,-4.11998699283544,-4.7356922474219,-4.43132325618511,-3.67630067190708
"R140516","Anilios","australis",-30.61,115.25,"taper point","m","WAM","140516","WAM_R140516",0.05,148,7,-3.65173990716448,-3.91880269241353,-3.96759285658296,-4.71958053716584,-4.26484438005089,-3.0513021247088
"R141875","Anilios","australis",-33.648,115.416,"taper point","m","WAM","141875","WAM_R141875",0.042,168,7,-3.76298742626766,-3.81293210278392,-4.04555439805267,-4.56434819146784,-4.32196239393123,-3.17805383034795
"R136224","Anilios","australis",-33.09,117.7,"taper point","f","WAM","136224","WAM_R136224",0.03,220,7,-3.79222180561553,-3.9826405726421,-4.1043948980756,-4.72068307310994,-4.43427732501776,-3.44771739729705
"R137473","Anilios","australis",-33.55,115.85,"taper point","f","WAM","137473","WAM_R137473",0.026,266,7,-3.91957021106353,-4.05526845177314,-4.14603366108741,-4.79503894841743,-4.52570601463384,-3.63758615972639
"R134937","Anilios","australis",-31.4,116.15,"taper point","f","WAM","134937","WAM_R134937",0.03,265,7,-3.65256571975196,-4.15181379017551,-4.1328108430499,-4.78673731045656,-4.53592577381311,-3.63381967693091
"R134504","Anilios","australis",-32.693,119.34,"taper point","f","WAM","134504","WAM_R134504",0.034,268,9,-3.53686324681531,-3.89904784656501,-4.10938243958664,-4.94913309433846,-4.44358452767332,-3.39376240317464
"R135248","Anilios","australis",-33.85,114.98,"taper point","f","WAM","135248","WAM_R135248",0.03,322,9,-4.29294700462019,-3.68639806326255,-4.07527292911052,-4.76659362514443,-4.41357499240881,-3.57732696820819
"R133502","Anilios","australis",-31.993,117.017,"taper point","f","WAM","133502","WAM_R133502",0.026,154,4,-3.67086094861126,-4.07377828464062,-4.02535169073515,-4.59226678115218,-4.31424661961214,-3.65065824129374
"R146051","Anilios","troglodytes",-16.75,123.99,"taper point","f","WAM","146051","WAM_R146051",0.01,315,4,-4.01386239068739,-4.73012171112309,-4.61473963700424,-5.42326889168303,-5.17035701897297,-4.36627827770574
"R146048","Anilios","troglodytes",-16.75,123.985,"taper point","m","WAM","146048","WAM_R146048",0.019,212,4,-3.95048928625594,-4.4645882353669,-4.37450780225985,-5.08655913745895,-4.91833134374086,-3.97029191355212
"R172637","Anilios","troglodytes",-16.32,124.05,"taper point","f","WAM","172637","WAM_R172637",0.01,227,3,-4.2935479059903,-4.74185317277496,-4.5920408945463,-5.32963983767708,-4.99968228207706,-4.32633772881329
"R102560","Anilios","ammodytes",-23.096,116.01,"taper point","f","WAM","102560","WAM_R102560",0.019,211,4,-4.05987445182742,-4.5634007731118,-4.46396687612361,-5.27489709233994,-4.9463930253679,-3.96556377235618
"R102550","Anilios","ammodytes",-23.08,115.79,"taper point","f","WAM","102550","WAM_R102550",0.02,211,4,-3.93116234563884,-4.52330631590992,-4.43957542299945,-5.04437343372811,-4.68402876090041,-3.96556377235618
"R108831","Anilios","ammodytes",-20.783,116.85,"taper point","f","WAM","108831","WAM_R108831",0.02,251,5,-3.99505823403814,-4.58935957996145,-4.42684065046367,-5.20336943996267,-4.84235609442534,-3.91601502669768
"R124837","Anilios","ammodytes",-20.42,118.83,"taper point","m","WAM","124837","WAM_R124837",0.06,181,10,-3.87674119128351,-3.92593143547428,-4.38313221798163,-5.13083838279201,-4.67970323785066,-2.89591193827178
"R110290","Anilios","ammodytes",-22.676,119.841,"taper point","m","WAM","110290","WAM_R110290",0.045,178,8,-3.99394012789603,-4.36641873700789,-4.39788200646368,-5.16198092299591,-4.85970005112297,-3.10234200861225
"R102496","Anilios","ammodytes",-23.38,115.88,"taper point","f","WAM","102496","WAM_R102496",0.02,235,4,-4.12986150451266,-4.82300868507261,-4.55132695396727,-5.2772639573502,-4.92309214362959,-4.07329115302427
"R111957","Anilios","ammodytes",-22.701,120.737,"taper point","f","WAM","111957","WAM_R111957",0.026,196,5,-4.03974042818725,-4.5750171478174,-4.5409505932538,-5.22932449506109,-4.9416424226093,-3.66867674679642
"R110035","Anilios","ammodytes",-20.79,116.86,"taper point","m","WAM","110035","WAM_R110035",0.03,203,7,-3.8069088255272,-4.27646909409177,-4.35385575770719,-5.05856376066821,-4.80638837667334,-3.36729582998647
"R100453","Anilios","ammodytes",-22.329,122.064,"taper point","f","WAM","100453","WAM_R100453",0.013,298,4,-4.34642630302867,-4.74930408757188,-4.67824616630616,-5.41191454427174,-5.13177967745534,-4.31079912538551
"R111995","Anilios","ammodytes",-22.61,120.73,"taper point","f","WAM","111995","WAM_R111995",0.02,227,5,-4.14958721706879,-4.63649265711713,-4.44287154506924,-5.30273238475715,-4.92417472956891,-3.8155121050473
"R97337","Anilios","hamatus",-28.533,115.517,"taper point","f","WAM","97337","WAM_R97337",0.023,301,7,-3.86814919403653,-4.09169028063723,-4.26254699550501,-4.89618004853255,-4.60517018598809,-3.76120011569356
"R81525","Anilios","hamatus",-28.43,122.95,"taper point","f","WAM","81525","WAM_R81525",0.03,332,9,-3.82551376251886,-4.21998974905143,-4.21998974905143,-4.92136742874789,-4.61729154652044,-3.60791039158027
"R101234","Anilios","hamatus",-28.783,115.75,"taper point","f","WAM","101234","WAM_R101234",0.022,226,5,-3.75660890155412,-4.04681942035926,-4.08816898017795,-4.88404162875772,-4.5122764390954,-3.81109708683819
"R72899","Anilios","hamatus",-29.26,122.4,"taper point","m","WAM","72899","WAM_R72899",0.03,242,7,-4.05385320086736,-4.06342265188351,-4.25056349511342,-4.97014393274152,-4.70503618232828,-3.54302757710137
"R96639","Anilios","hamatus",-28.933,116.283,"taper point","m","WAM","96639","WAM_R96639",0.046,240,11,-3.66256214579656,-3.91829261844174,-4.16423068968627,-4.56835621286537,-4.61774896819495,-3.08274365054362
"R110955","Anilios","hamatus",-27.25,120.76,"taper point","m","WAM","110955","WAM_R110955",0.04,289,11,-3.7091527804068,-3.92071115738578,-4.07311815760822,-4.75816812793554,-4.43386642693458,-3.26853141531406
"R111862","Anilios","hamatus",-23.536,120.326,"taper point","f","WAM","111862","WAM_R111862",0.021,242,5,-3.68557912108528,-4.15921371652519,-4.26516229453457,-5.05715530973115,-4.71882950446061,-3.87949981372259
"R111763","Anilios","hamatus",-23.37,120.46,"taper point","m","WAM","111763","WAM_R111763",0.04,237,9,-3.79283448816303,-4.10708358799953,-4.2501844316402,-4.76992541906415,-4.58429260096654,-3.27083556379891
"R110956","Anilios","hamatus",-26.97,120.615,"taper point","f","WAM","110956","WAM_R110956",0.027,294,8,-3.96260048017167,-4.02154940478541,-4.14028165740913,-4.92745778761735,-4.53935696741852,-3.60413822565885
"R110954","Anilios","hamatus",-26.98,120.64,"taper point","m","WAM","110954","WAM_R110954",0.04,241,10,-3.93087173098681,-3.88137709338212,-4.13672378519096,-4.82727693057386,-4.451612450145,-3.18221184049661
"R145759","Anilios","grypusW",-21.94,118.961,"black taper point","m","WAM","145759","WAM_R145759",0.031,292,9,-4.5198726054762,-4.6687958818683,-4.9348164575389,-5.53699185989312,-5.28471171449226,-3.47952922493206
"R146673","Anilios","grypusW",-21.06,118.75,"black taper point","f","WAM","146673","WAM_R146673",0.01,386,5,-4.39769275141828,-4.81800436764344,-5.1997153897435,-5.79032293098726,-5.57740093374459,-4.34639945703073
"R176517","Anilios","grypusW",-22.215,114.085,"black taper point","f","WAM","176517","WAM_R176517",0.043,326,14,-4.23720947333838,-4.65549526987561,-4.79364560835642,-5.44330767697663,-5.04496003663733,-3.14784005175145
"R173075","Anilios","grypusW",-23.28,122.82,"black taper point","m","WAM","173075","WAM_R173075",0.05,229,12,-4.29588900173285,-4.60954656058789,-4.87410621561882,-5.17907978518066,-5.29396006117908,-2.94881535376624
"R172603","Anilios","grypusW",-22.692,115.407,"black taper point","f","WAM","172603","WAM_R172603",0.012,340,4,-4.13149682785339,-4.66892470081345,-4.91265488573605,-5.36521160137807,-5.15600114436778,-4.44265125649032
"R108805","Anilios","diversus",-18.94,128.78,"taper point","m","WAM","108805","WAM_R108805",0.04,226,9,-4.31197237975101,-4.49627609774895,-4.65972917023853,-5.25502056079471,-4.97584917801084,-3.22331042193607
"R112027","Anilios","diversus",-17.06,122.717,"taper point","f","WAM","112027","WAM_R112027",0.019,257,5,-4.45380269749263,-4.6777827189518,-4.5123391999452,-5.21977233775262,-5.09165123785634,-3.93963817246112
"R119543","Anilios","diversus",-15.78,128.78,"taper point","f","WAM","119543","WAM_R119543",0.02,177,4,-4.16091905284477,-4.62226461934739,-4.42473364388991,-5.17614973257383,-4.94503801161044,-3.78985537145394
"R119542","Anilios","diversus",-15.783,128.783,"taper point","f","WAM","119542","WAM_R119542",0.018,224,4,-3.96944405879685,-4.43708641185691,-4.56577778427743,-5.22102569224639,-4.96696023059359,-4.02535169073515
"R139387","Anilios","pilbarensis",-21.23,120.36,"taper point","m","WAM","139387","WAM_R139387",0.04,241,10,-3.82087083577248,-3.9718699214374,-4.26988418912639,-5.02737208645178,-4.71932909135108,-3.18221184049661
"R154868","Anilios","pilbarensis",-20.654,120.791,"taper point","f","WAM","154868","WAM_R154868",0.026,309,8,-3.81055354526329,-4.05999003871999,-4.29113928383956,-4.99617721092103,-4.75878163689961,-3.65389973521791
"R110744","Anilios","pilbarensis",-22.57,117.19,"taper point","f","WAM","110744","WAM_R110744",0.03,285,8,-4.13297597536254,-4.27372308556955,-4.38272863540471,-5.06470251536653,-4.78538869258527,-3.57304763858881
"R110734","Anilios","pilbarensis",-22.618,117.181,"taper point","m","WAM","110734","WAM_R110734",0.046,261,12,-3.84175380958159,-4.05600841347855,-4.19333968401285,-4.96020444046936,-4.60517018598809,-3.07961375753469
"R110943","Anilios","pilbarensis",-21.7,116.05,"taper point","f","WAM","110943","WAM_R110943",0.03,337,10,-3.83770310151566,-4.03333600294785,-4.38738219641832,-5.08771503663914,-4.84930401319414,-3.51749783735832
"R110733","Anilios","pilbarensis",-22.613,117.188,"taper point","f","WAM","110733","WAM_R110733",0.025,315,8,-3.75515493262439,-4.13715265471399,-4.33914961031749,-5.07453909607574,-4.73012171112309,-3.6731310971458
"R112734","Anilios","pilbarensis",-21.27,120.46,"taper point","m","WAM","112734","WAM_R112734",0.04,261,10,-3.79637080373377,-4.02122229739314,-4.33196014614485,-5.16574428736533,-4.68905166996879,-3.26193531432865
"R110940","Anilios","pilbarensis",-21.671,115.962,"taper point","f","WAM","110940","WAM_R110940",0.03,302,9,-4.04083518212102,-4.33418299210848,-4.39670334908981,-5.12264035247275,-4.8102656674306,-3.51320244003865
"R156309","Anilios","pilbarensis",-22.23,118.98,"taper point","f","WAM","156309","WAM_R156309",0.02,350,6,-3.76114297446901,-4.08467715681996,-4.41101417154713,-5.10181117476213,-4.81412910231034,-4.0661736852554
"R163218","Anilios","pilbarensis",-22.121,117.741,"taper point","m","WAM","163218","WAM_R163218",0.043,235,10,-3.84416553003251,-3.93352921064911,-4.22411404275885,-4.97100549932549,-4.66207831825997,-3.15700042115011
"R166182","Anilios","pilbarensis",-21.95,120.12,"taper point","m","WAM","166182","WAM_R166182",0.05,233,11,-3.70881942989778,-3.89922965396824,-4.21556698218039,-4.98730443733356,-4.62248663599955,-3.05314318076733
"R172600","Anilios","pilbarensis",-22.028,117.999,"taper point","m","WAM","172600","WAM_R172600",0.033,213,7,-3.84616493274657,-4.1434164562145,-4.26267987704132,-4.94258183085124,-4.61460421822145,-3.41538201665411
"R166501","Anilios","pilbarensis",-21.68,121.23,"taper point","m","WAM","166501","WAM_R166501",0.04,308,13,-3.96708278261117,-4.17195516492702,-4.37426462933839,-5.12578381612024,-4.82184122279668,-3.16515042551204
"R152275","Anilios","diversus",-18.147,124.528,"taper point","m","WAM","152275","WAM_R152275",0.035,198,7,-4.04989279965127,-4.19634373017722,-4.39626899138942,-5.15723876828813,-4.96618353152542,-3.34235688163922
"R168514","Anilios","diversus",-17.59,122.17,"taper point","m","WAM","168514","WAM_R168514",0.03,174,5,-4.19207145302486,-4.51195205715599,-4.30039368017701,-5.21034859360208,-4.78061886349428,-3.54961738678043
"R152274","Anilios","diversus",-18.148,124.551,"taper point","m","WAM","152274","WAM_R152274",0.03,200,6,-4.10136917715907,-4.27586643884549,-4.40631932724293,-5.27851473925186,-5.03595310208055,-3.50655789731998
"R166605","Anilios","diversus",-17.61,127.95,"taper point","m","WAM","166605","WAM_R166605",0.03,155,5,-4.01024063357359,-4.33538932386555,-4.4068482878477,-5.07388432440395,-4.664988681199,-3.43398720448515
"R168385","Anilios","kimberleyensis",-16.089,123.55,"point","m","WAM","168385","WAM_R168385",0.02,200,4,-3.75501925661848,-4.60517018598809,-4.16369464035689,-4.97623386737892,-4.71053070164592,-3.91202300542815
"R168371","Anilios","kimberleyensis",-16.04,123.52,"point","m","WAM","168371","WAM_R168371",0.03,228,7,-4.0110682219815,-4.32408879756766,-4.22038528311747,-4.94076561413577,-4.72624811754133,-3.48343547989913
"R168370","Anilios","kimberleyensis",-16.039,123.528,"point","m","WAM","168370","WAM_R168370",0.029,206,6,-3.81715422929464,-4.29469168544393,-4.2029465718041,-4.90260843338524,-4.69129933971803,-3.53611669956153
"R168382","Anilios","kimberleyensis",-16.04,123.54,"point","m","WAM","168382","WAM_R168382",0.04,191,7,-3.74376143420249,-4.20495443376607,-4.12734383106115,-4.84680831993847,-4.63169694032152,-3.30636327899132
"R125981","Anilios","kimberleyensis",-15.467,128.1,"point","f","WAM","125981","WAM_R125981",0.022,408,9,-4.20955737432294,-4.69485894074844,-4.70293435475398,-5.4459533653541,-5.24579933226459,-3.81404259706794
"R168381","Anilios","kimberleyensis",-16.07,123.55,"point","f","WAM","168381","WAM_R168381",0.02,213,4,-3.71455846853163,-4.64345237255911,-4.12873190453158,-4.81896787488406,-4.67819532100298,-3.97499780458953
"R168365","Anilios","kimberleyensis",-16.039,123.528,"point","f","WAM","168365","WAM_R168365",0.017,234,4,-4.01311912229952,-4.64439089914137,-4.22568056428319,-4.96674110053903,-4.68985327321813,-4.06902675423781
"R168404","Anilios","kimberleyensis",-16.08,123.55,"point","f","WAM","168404","WAM_R168404",0.02,207,4,-3.80232408817172,-4.38492939433184,-4.14487537086932,-4.933942673308,-4.68561555120683,-3.94642443214548
"R168461","Anilios","kimberleyensis",-13.883,126.567,"point","m","WAM","168461","WAM_R168461",0.021,240,5,-3.94377170374273,-4.60934555739857,-4.33323647050445,-5.06852927251516,-4.79754207863555,-3.87120101090789
"R133193","Anilios","kimberleyensis",-16.13,123.76,"point","f","WAM","133193","WAM_R133193",0.02,219,5,-3.87614471776324,-4.52197124213312,-4.23534014192731,-5.08158703006854,-4.78475576296317,-3.7796338173824
"R168363","Anilios","kimberleyensis",-16.089,123.55,"point","f","WAM","168363","WAM_R168363",0.017,301,5,-3.78286161247474,-4.46584167567924,-4.12813155979948,-4.81511222544377,-4.63552664846869,-4.09767235231477
"R115121","Anilios","systenos",-28.1,115.63,"point","m","WAM","115121","WAM_R115121",0.04,244,9,-4.39522814653242,-4.77932843214289,-4.99035062292475,-5.69561916401704,-5.29831736654804,-3.29994364795698
"R138013","Anilios","guentheri",-15.783,128.733,"point","f","WAM","138013","WAM_R138013",0.016,251,4,-4.56994149410435,-4.77403685044786,-4.8273182170608,-5.52545293913178,-5.27859286120026,-4.13915857801189
"R61353","Anilios","guentheri",-16.28,128.8,"point","m","WAM","61353","WAM_R61353",0.03,195,6,-4.17105947980296,-4.48454219819948,-4.55029357576226,-5.29320226588127,-4.88095747078772,-3.48124008933569
